source,cycle,CCCT,CVCT,CCAV,SOH
B07_discharge_soh,42,3292.313,9.422,3.559813574855113,0.903027448
B07_discharge_soh,43,3291.875,16.734,3.5568555049999997,0.906602092
B07_discharge_soh,44,3292.594,9.328,3.556831727681818,0.903132097
B07_discharge_soh,45,3273.688,9.328,3.5530129204142864,0.897915513
B07_discharge_soh,46,3255.766,9.39,3.554709504094828,0.89294263
B07_discharge_soh,47,3245.516,9.391,3.552415572642651,0.89016343
B07_discharge_soh,48,3309.312,9.484,3.5654808483700564,0.907537845
B07_discharge_soh,49,3309.719,9.391,3.567486879533898,0.907851258
B07_discharge_soh,50,3281.969,9.391,3.5630684649059834,0.900121609
B07_discharge_soh,51,3263.922,9.422,3.559660155991404,0.895223811
B07_discharge_soh,52,3245.766,9.391,3.557437585538905,0.890171516
B07_discharge_soh,53,3236.391,9.359,3.5551692934913297,0.887664385
B07_discharge_soh,54,3226.875,9.39,3.5553394965797107,0.885131487
B07_discharge_soh,55,3208.578,9.36,3.5544298647317785,0.880040531
B07_discharge_soh,56,3199.656,9.39,3.549190549,0.874823797
B07_discharge_soh,57,3189.907,9.36,3.548709109806451,0.874825038
B07_discharge_soh,58,3181.328,9.359,3.548203794211765,0.87251437
B07_discharge_soh,59,3171.468,9.39,3.549848393244838,0.869822873
B07_discharge_soh,60,3161.266,9.375,3.545626556044378,0.864282114
B07_discharge_soh,61,3143.937,9.437,3.5474128877321425,0.861950163
B07_discharge_soh,62,3134.891,9.36,3.5419472172179103,0.856989439
B07_discharge_soh,63,3125.266,9.391,3.5448935034700595,0.8569851
B07_discharge_soh,64,3116.875,9.391,3.5407181135345347,0.851826059
B07_discharge_soh,65,3107.328,9.36,3.5435157625240965,0.852006874
B07_discharge_soh,66,3088.422,9.422,3.542606563099999,0.846785808
B07_discharge_soh,67,3078.297,9.438,3.5403574653586625,0.843828868
B07_discharge_soh,68,3069.609,9.406,3.5395041033292682,0.841537218
B07_discharge_soh,69,3060.187,9.453,3.5390339720122324,0.838963507
B07_discharge_soh,70,3051.579,9.391,3.5379288995429454,0.836603014
B07_discharge_soh,71,3041.11,9.391,3.536339001603077,0.833718361
B07_discharge_soh,72,3031.812,9.36,3.5354665401944443,0.831133132
B07_discharge_soh,73,3023.188,9.359,3.533523751287926,0.828712154
B07_discharge_soh,74,3014.14,9.437,3.531912304307453,0.826269343
B07_discharge_soh,75,3004.297,9.391,3.531169761137072,0.823608732
B07_discharge_soh,76,2994.985,9.39,3.5287477375937497,0.818206841
B07_discharge_soh,77,2994.672,9.36,3.5273326623531247,0.818127716
B07_discharge_soh,78,3003.5,9.407,3.530580068582555,0.82055959
B07_discharge_soh,79,2976.687,9.36,3.5265410915660382,0.81578504
B07_discharge_soh,80,2967.688,9.391,3.5220621284321765,0.810606642
B07_discharge_soh,81,2958.812,9.359,3.523069050908228,0.808213661
B07_discharge_soh,82,2957.25,9.391,3.5230797406550627,0.807911755
B07_discharge_soh,83,2949.297,9.36,3.5254279458603177,0.80836209
B07_discharge_soh,84,2938.89,9.391,3.5241491653312105,0.805432793
B07_discharge_soh,85,2929.953,9.328,3.519852537559105,0.800330169
B07_discharge_soh,86,2921.157,9.375,3.5145898786506407,0.797958725
B07_discharge_soh,87,2912.0,9.39,3.5196062826173633,0.798108976
B07_discharge_soh,88,2911.844,9.375,3.5202583933729903,0.797903256
B07_discharge_soh,89,2912.203,9.359,3.5159825722315117,0.795325391
B07_discharge_soh,90,3089.078,9.422,3.534556434527273,0.844410558
B07_discharge_soh,91,2975.265,9.375,3.528387983311321,0.812996914
B07_discharge_soh,92,2956.937,9.406,3.5243479541613922,0.807871693
B07_discharge_soh,93,2938.844,9.422,3.5217503777929933,0.802831338
B07_discharge_soh,94,2919.297,9.375,3.5210650269358976,0.797487346
B07_discharge_soh,95,2911.062,9.359,3.518470807585209,0.795205122
B07_discharge_soh,96,2902.109,9.406,3.5180894096806448,0.792675853
B07_discharge_soh,97,2892.032,9.312,3.5174832958640776,0.789986858
B07_discharge_soh,98,2883.625,9.406,3.5169433235519483,0.787609274
B07_discharge_soh,99,2873.875,9.391,3.515754333032574,0.784899243
B07_discharge_soh,100,2865.125,9.421,3.516365024264706,0.785128269
B07_discharge_soh,101,2865.391,9.359,3.5112158533529407,0.782624937
B07_discharge_soh,102,2855.547,9.391,3.5119135598032787,0.779816967
B07_discharge_soh,103,2865.094,9.391,3.5114760946764707,0.782491027
B07_discharge_soh,104,2883.344,9.375,3.518926188568182,0.78748975
B07_discharge_soh,105,2865.344,9.391,3.5135441461078436,0.782640559
B07_discharge_soh,106,2845.766,9.391,3.5157511108815798,0.779877749
B07_discharge_soh,107,2836.984,9.39,3.508322675693069,0.774948843
B07_discharge_soh,108,2826.797,9.329,3.511139094089404,0.771938577
B07_discharge_soh,109,2828.469,9.391,3.510194053824503,0.772509375
B07_discharge_soh,110,2818.328,9.438,3.512246337478406,0.772297008
B07_discharge_soh,111,2809.578,9.375,3.5083832485333333,0.767154336
B07_discharge_soh,112,2799.843,9.359,3.507077585458194,0.764380197
B07_discharge_soh,113,2799.75,9.391,3.5072077920535123,0.764463013
B07_discharge_soh,114,2799.937,9.406,3.504997079314382,0.764545825
B07_discharge_soh,115,2791.032,9.469,3.504249848644295,0.761952966
B07_discharge_soh,116,2781.422,9.375,3.5032321620808085,0.759333771
B07_discharge_soh,117,2772.328,9.391,3.501172582939189,0.756824114
B07_discharge_soh,118,2771.922,9.36,3.5018355401317574,0.75680251
B07_discharge_soh,119,2772.812,9.343,3.5027574819493243,0.756973531
B07_discharge_soh,120,2809.015,9.438,3.504002843293334,0.76697996
B07_discharge_soh,121,2808.5,9.406,3.51351869013,0.76956864
B07_discharge_soh,122,2790.688,9.391,3.5043326014697986,0.761812399
B07_discharge_soh,123,2772.468,9.375,3.502936230158784,0.756790652
B07_discharge_soh,124,2761.906,9.391,3.501424842074576,0.753892538
B07_discharge_soh,125,2753.531,9.359,3.500228392809524,0.751598034
B07_discharge_soh,126,2744.015,9.453,3.4998789391296925,0.74891103
B07_discharge_soh,127,2734.937,9.438,3.4988703508527395,0.746424268
B07_discharge_soh,128,2724.953,9.422,3.497545917209622,0.746207195
B07_discharge_soh,129,2725.297,9.453,3.492714926233677,0.743741389
B07_discharge_soh,130,2716.641,9.375,3.493442932334483,0.741267575
B07_discharge_soh,131,2707.016,9.406,3.4945273125570933,0.741393716
B07_discharge_soh,132,2706.375,9.422,3.490464012982699,0.73848559
B07_discharge_soh,133,2715.813,9.391,3.495314705065517,0.740950778
B07_discharge_soh,134,2734.813,9.5,3.501645832585617,0.74906831
B07_discharge_soh,135,2715.593,9.469,3.496785218506896,0.741038761
B07_discharge_soh,136,2706.906,9.375,3.4904755625640136,0.738557766
B07_discharge_soh,137,2697.328,9.344,3.487516865892361,0.736038639
B07_discharge_soh,138,2688.031,9.359,3.4930083724250873,0.736124007
B07_discharge_soh,139,2688.547,9.359,3.4917651667979097,0.733505334
B07_discharge_soh,140,2678.812,9.422,3.489955607769231,0.730883625
B07_discharge_soh,141,2669.5,9.515,3.4859092144526316,0.728347634
B07_discharge_soh,142,2660.047,9.375,3.4851165717288732,0.725677487
B07_discharge_soh,143,2659.953,9.406,3.4865685240035207,0.725807963
B07_discharge_soh,144,2651.609,9.391,3.4874738165618373,0.723408067
B07_discharge_soh,145,2651.703,9.375,3.4807038645689046,0.723378531
B07_discharge_soh,146,2641.797,9.375,3.477775517549645,0.720689874
B07_discharge_soh,147,2632.329,9.343,3.479330660946619,0.718122813
B07_discharge_soh,148,2633.141,9.359,3.4796607624234874,0.718407708
B07_discharge_soh,149,2632.375,9.406,3.478029104245552,0.718147258
B07_discharge_soh,150,2642.532,9.437,3.4745968102375886,0.720928766
B07_discharge_soh,151,2678.563,9.359,3.492657567451049,0.733603174
B07_discharge_soh,152,2660.704,9.375,3.484854066112676,0.725932019
B07_discharge_soh,153,2642.422,9.344,3.485922800471631,0.723568988
B07_discharge_soh,154,2632.843,9.36,3.4838669814021355,0.720895294
B07_discharge_soh,155,2623.875,9.343,3.4816205987642856,0.715815474
B07_discharge_soh,156,2624.391,9.391,3.4758090987035715,0.715904213
B07_discharge_soh,157,2614.125,9.375,3.478880810412186,0.71312813
B07_discharge_soh,158,2604.36,9.36,3.47867487728777,0.713043877
B07_discharge_soh,159,2605.203,9.359,3.473892581996403,0.710631676
B07_discharge_soh,160,2596.25,9.438,3.477075991873646,0.708163638
B07_discharge_soh,161,2596.75,9.391,3.4720497543610107,0.708289092
B07_discharge_soh,162,2586.593,9.344,3.4753071014456522,0.705420087
B07_discharge_soh,163,2586.703,9.343,3.4705368118442026,0.705497482
B07_discharge_soh,164,2578.016,9.343,3.473041658610909,0.703085715
B07_discharge_soh,165,2578.141,9.359,3.4695250264472723,0.703167924
B07_discharge_soh,166,2567.547,9.313,3.472475353562044,0.70022762
B07_discharge_soh,167,2606.078,9.375,3.4756400203669062,0.710893253
B07_discharge_soh,168,2624.813,9.328,3.487347875471429,0.716227636
